"BehaviorSpace results (NetLogo 6.4.0)","Spreadsheet version 2.0"
"MARTA.nlogo"
"Tryout"
"05/22/2025 10:45:50:668 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-10","10"
"[run number]","1","1","1","1","1"
"Nb-Bikes","556",,,,
"A-bike","1",,,,
"bik_S","0.2",,,,
"ped-goer","50",,,,
"Tr-bike","0.3",,,,
"bik_E","0.3",,,,
"V0-ped","1.3",,,,
"D","0.08",,,,
"ped_S","0.2",,,,
"A-ped","2",,,,
"ped_E","0.3",,,,
"bik_N","0.3",,,,
"bike-goer","75",,,,
"Ferry","240",,,,
"ped_N","0.3",,,,
"bike-comer","75",,,,
"bik_W","0.5",,,,
"Tr-ped","0.5",,,,
"ped-comer","50",,,,
"ped_W","0.2",,,,
"Nb-peds","294",,,,
"v0-bike","4.6",,,,
"[reporter]","[step]","mean-speed-bike","mean-speed-ped","stddev-speed-bike","stddev-speed-ped"
"[final]","3593","4.690262738445055","1.4961844248217286","0.6381534956593365","0.287862049916265"
"[min]","5","0","0","0","0"
"[max]","3593","5.092861240412768","1.910091800310773","1.1140905515376212","0.5561832045107943"
"[mean]","1799","4.469458232928038","1.3836133269921322","0.509522341065578","0.17462981392149915"
"[total steps]","3598","3598","3598","3598","3598"

"[all run data]","[step]","mean-speed-bike","mean-speed-ped","stddev-speed-bike","stddev-speed-ped"
,"5","0","0","0","0"
,"11","4.058480183192584","1.4664851195636441","0.13842036626787135","0"
,"17","4.058480183192584","1.4664851195636441","0.13842036626787135","0"
,"23","3.566675418499982","1.4664851195636441","0.13842036626787135","0"
,"29","3.566675418499982","1.4664851195636441","0.13842036626787135","0"
,"35","3.566675418499982","1.359589128090891","0.3906548180857853","0"
,"41","3.566675418499982","1.359589128090891","1.1140905515376212","0"
,"47","3.566675418499982","1.359589128090891","1.1140905515376212","0"
,"53","3.566675418499982","1.359589128090891","0.5752461650216905","0"
,"59","4.268232895328853","1.359589128090891","0.9921520985156378","0"
,"65","4.268232895328853","1.4485074671614435","0.9921520985156378","0"
,"71","4.418171441577727","1.4485074671614435","0.6598139054463982","0"
,"77","4.969790372157724","1.325813721077466","0.7929961395964985","0"
,"83","4.969790372157724","1.325813721077466","0.7929961395964985","0"
,"89","4.958089152907743","1.325813721077466","0.1388646051603209","0"
,"95","5.030261641178086","1.325813721077466","0.08551928878250876","0"
,"101","5.030261641178086","1.325813721077466","0.08551928878250876","0"
,"107","5.030261641178086","1.6751798207612214","0.08551928878250876","0"
,"113","4.7771778157658975","1.6751798207612214","0.44250541514509706","0"
,"119","5.092861240412768","1.6751798207612214","0.0030099134542988628","0"
,"125","4.456559142913016","1.6751798207612214","0.8968571425962981","0"
,"131","5.090732910198449","1.4272909085056613","0.8968571425962981","0"
,"137","5.090732910198449","1.4272909085056613","0.8968571425962981","0"
,"143","4.636551633769591","1.4978044413162646","0.5415239390490669","0"
,"149","4.636551633769591","1.4978044413162646","0.5415239390490669","0.3512393107195498"
,"155","4.636551633769591","1.4978044413162646","0.5415239390490669","0.3512393107195498"
,"161","4.636551633769591","1.4978044413162646","0.5415239390490669","0.3512393107195498"
,"167","4.535206496100525","1.4978044413162646","0.4863970930136476","0.3512393107195498"
,"173","4.576165813372069","1.4978044413162646","0.4310741553675541","0.3512393107195498"
,"179","4.636551633769591","1.4978044413162646","0.5415239390490669","0.3512393107195498"
,"185","4.9362002190150625","1.4978044413162646","0.2185422277015586","0.3512393107195498"
,"191","4.436292784195503","1.4978044413162646","0.8795468622012105","0.3512393107195498"
,"197","4.436292784195504","1.4978044413162646","0.8795468622012105","0.3512393107195498"
,"203","4.436292784195504","1.4978044413162646","0.8795468622012105","0.3512393107195498"
,"209","4.10907272119403","1.44205925881976","0.9511926975286673","0.3512393107195498"
,"215","4.081358268673934","1.44205925881976","0.6743056032329834","0.3512393107195498"
,"221","4.10907272119403","1.44205925881976","0.9511926975286673","0.3512393107195498"
,"227","4.262824990875452","1.678853978071401","0.7233968863718566","0.3270196643445387"
,"233","4.199194346678198","1.910091800310773","0.6042053781611249","0.3270196643445387"
,"239","4.53641211586977","1.3920960844454855","0.4799795053224692","0.20326237585696075"
,"245","4.573795854546028","1.3505528993839575","0.49085008788559514","0.20534980266661426"
,"251","4.603639614851807","1.399956821455586","0.49863954709770275","0.19550958879215466"
,"257","4.616638298374901","1.425536341928323","0.46620116801447997","0.1880587266590759"
,"263","4.6122804254189855","1.3994118465555627","0.48018280228566856","0.19021651951899993"
,"269","4.593066943684261","1.4129765921873212","0.5003859513518518","0.17552110425500755"
,"275","4.579398791380093","1.412976592187321","0.5023456665654106","0.17552110425500755"
,"281","4.587553111157824","1.3929576960048964","0.5067188619357322","0.18467274812640722"
,"287","4.604069387576888","1.3929576960048964","0.5100885786156705","0.18467274812640722"
,"293","4.587751650116307","1.370468985451584","0.506970020419882","0.18286192280255342"
,"299","4.587751650116306","1.3788346011153063","0.506970020419882","0.1798026335473807"
