8,300,1.5908019581555122,5.2036055294662695,0.1806971677442887,0,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,0,0,2
5,300,1.317544737438445,4.820947180844925,0.00418764113077936,0,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,0,0,0
5,600,1.502938302083613,4.318275040565242,0.1544633990981481,0.10602788910392333,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,0,0,0
4,300,1.0347405762298854,5.002391167601486,0.24098146903061984,0.360467193095567,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,0,0,0
8,600,1.3901039976323646,4.144550808453466,0.033484576917319715,0.16636070167832612,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,0,0,2
4,600,1.4964791690650088,4.218078040167247,0.04340961943152224,0.38840086743429164,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,0,0,0
5,900,1.6232654312081312,3.788650020267936,0.11780992996378312,0.49993924203143936,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,0,18,34
4,900,1.0243053087004392,4.5008160260614245,0.17597645935420517,0.6567906944732945,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,128,20,24
5,1200,1.3242771355596925,4.724949733626547,0.1666579162867396,0.32546647822913166,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,0,18,34
8,900,1.1857235122607108,4.280000896544848,0.14905049671303613,0.21355444959765982,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,4,22,56
4,1200,1.8751404972210453,3.9822959346425404,0.5132933160130012,0.13525744973249723,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,128,142,26
5,1500,1.2316451039157394,4.018740072988191,0.1935337719555228,0.8915633028270882,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,4,30,74
8,1200,1.4657011482826434,4.85043469033789,0.09606601103640444,0.15827943199780417,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,4,22,56
5,1800,1.7817035688081042,4.096491686711861,0.18432357413353856,0.8423105949727187,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,4,30,74
4,1500,1.4664325596372132,4.53816393676161,0.2297984244122889,0.6175323675443999,174,4,0.2,15,1,0.3,1.8,0.5,0.3,4.8,0.1,0.3,18,720,0.4,18,0.2,0.3,15,0.2,326,4.5,140,178,84
