8,1.406321780191975,4.575914079968543,0.22156201906196643,0.5178959679927635,556,1,0.2,50,0.3,0.3,0.5,0.08,0.2,2,0.3,0.3,75,240,0.3,75,0.5,0.5,50,0.2,294,4.6,34930,24198,60708
9,1.3769397192062922,4.499180992614649,0.26212793086884406,0.48617824693912043,556,1,0.2,50,0.3,0.3,0.5,0.08,0.2,2,0.3,0.3,75,240,0.3,75,0.5,0.5,50,0.2,294,4.6,30804,25034,60838
5,1.4295045319009378,4.503382732210616,0.18773608760850652,0.46767736774332386,556,1,0.2,50,0.3,0.3,0.5,0.08,0.2,2,0.3,0.3,75,240,0.3,75,0.5,0.5,50,0.2,294,4.6,30524,23274,59934
2,1.4053148902503667,4.5009257671573915,0.201526250112179,0.4939936580724929,556,1,0.2,50,0.3,0.3,0.5,0.08,0.2,2,0.3,0.3,75,240,0.3,75,0.5,0.5,50,0.2,294,4.6,25724,23126,52740
6,1.3595997155830908,4.480670628278369,0.1853883901253075,0.49522748065041716,556,1,0.2,50,0.3,0.3,0.5,0.08,0.2,2,0.3,0.3,75,240,0.3,75,0.5,0.5,50,0.2,294,4.6,29458,22122,53898
4,1.4160989551666274,4.561785903957656,0.17997019941161635,0.5918017896843714,556,1,0.2,50,0.3,0.3,0.5,0.08,0.2,2,0.3,0.3,75,240,0.3,75,0.5,0.5,50,0.2,294,4.6,34698,22538,59248
1,1.3746048529885881,4.450747340059681,0.19351032290252404,0.48417187418539104,556,1,0.2,50,0.3,0.3,0.5,0.08,0.2,2,0.3,0.3,75,240,0.3,75,0.5,0.5,50,0.2,294,4.6,29616,22018,57040
7,1.3996903070568287,4.4854382877126024,0.18097398939942197,0.4592126357314434,556,1,0.2,50,0.3,0.3,0.5,0.08,0.2,2,0.3,0.3,75,240,0.3,75,0.5,0.5,50,0.2,294,4.6,36980,25700,64484
3,1.3918571474361945,4.595168795567154,0.22006523563642172,0.4837953203143106,556,1,0.2,50,0.3,0.3,0.5,0.08,0.2,2,0.3,0.3,75,240,0.3,75,0.5,0.5,50,0.2,294,4.6,37288,26706,68226
10,1.368118856389687,4.504463863907535,0.20167524435379058,0.48110351264781603,556,1,0.2,50,0.3,0.3,0.5,0.08,0.2,2,0.3,0.3,75,240,0.3,75,0.5,0.5,50,0.2,294,4.6,29190,23428,56038
12,1.3997210909651068,4.473008371005576,0.1951451917608532,0.47438486857216133,556,1,0.2,50,0.3,0.3,0.5,0.08,0.2,2,0.3,0.3,75,240,0.3,75,0.5,0.5,50,0.2,294,4.6,35096,24546,64932
