9,300,1.6085028471681426,4.576586689366118,0.26639712964335716,0.36872292002887597,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,456,316,670
10,300,1.4602576928049438,4.496643860538903,0.1796801177707194,0.4022208500329345,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,744,862,2278
9,600,1.289514744529079,4.899050477482167,0.03965941107119608,0.41461148311565005,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,1048,736,2572
10,600,1.339947869551561,4.376568459578289,0.22251842129333096,0.5424933369622315,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,1738,2124,3900
9,900,1.4890891410663907,4.193263412498506,0.0060718864465220766,0.6013387396902162,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,1648,1208,3418
7,300,1.4350963451510383,4.517153453491093,0.19879968889246782,0.4190712292929819,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,338,784,1870
8,300,1.4865476943727076,4.700118513144445,0.35514032603949036,0.5082438644315652,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,578,522,1240
10,900,1.4323671158218705,4.3094691062947055,0.02726323481248587,0.3393616363115901,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,2200,2754,5498
9,1200,1.4085630721299203,4.534564054878791,0.2180278363317084,0.4524470728102756,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,3014,2558,5770
7,600,1.5824727950846829,4.726292710828382,0.05806243344856009,0.6368898258304178,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,1386,1244,2724
8,600,1.1800454818884056,4.84899743594965,0.10160981531736646,0.06369694079292028,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,1168,1032,2728
10,1200,1.3923908425398954,4.472330785283065,0.19929385911328926,0.49530343254346165,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,3262,3772,8190
4,300,1.5042446881964147,4.538744541071028,0.16438760154864737,0.46504114121220774,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,734,1034,1188
7,900,1.4863396313891002,4.7500822462056025,0.10011263206016215,0.33134214698740055,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,1624,1738,3878
9,1500,1.350636632328479,4.39920700552063,0.17376018604327997,0.4404065748453388,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,4104,3744,7840
2,300,1.3445842391811318,4.467237055532651,0.19173091493508213,0.4794853574915438,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,568,1960,1350
8,900,1.4817438897258528,4.527546392133756,0.13663225092681985,0.5622376745756648,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,2240,1400,3662
10,1500,1.4192710748236588,4.37566696430097,0.2129247149503146,0.5606981396775731,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,4402,4882,11504
9,1800,1.5901737708666799,4.889270706047121,0.016897492382494956,0.4746166315970341,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,4426,3998,9632
4,600,1.160532924839523,4.104572747467874,0.04814454712045425,0.47781039235484246,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,1382,1682,2748
3,300,1.4220228035914628,4.678331649202871,0.1444139724368511,0.38043645849894764,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,818,324,1400
7,1200,1.409303546087899,4.472626606191904,0.2180548298224749,0.46426593035787783,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,2956,2610,6330
8,1200,1.3845151748439133,4.428003042164267,0.21808137030884453,0.4929377884702805,556,4,0.2,50,1,0.2,1.8,0.5,0.3,4.8,0.1,0.4,75,240,0.4,75,0.2,0.3,50,0.2,294,4.5,2994,2204,5246
